sample_id,topic_name,topic_text
T004_S0137,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn on using WeMo Insight Switch. Turn on the AC if it is too hot.. Turns on a window AC unit controlled by a WeMo Insight if the outside temperature gets too warm Keeps the kitty cool."
T004_S0138,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn on using WeMo Insight Switch. Turn on heater when temperature drops below certain degree. Adjust the temperature and setup IFTTT weather channel, make sure the location is setEnjoy!"
T004_S0139,4_turn heater_insight switch_turn ac_plug turn,"When Moisture detected from SmartThings, do Switch on using SmartThings. Turn on sump pump when water detected. I use a GE plug to turn on a sump pump when water is detected (not moisture--I'm using an Everspring flood sensor)"
T004_S0140,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from SmartThings, do Switch off using SmartThings. if Temp too low, turn outlet. I use this to turn off my dehumidifier if the temp drops below 47 degrees."
T004_S0141,4_turn heater_insight switch_turn ac_plug turn,"When Humidity rises above from SmartThings, do Turn on using WeMo Smart Plug. Using your Ecobee Thermostat to Trigger a dehumidifier.. I've got an Ecobee thermostat and on some days it's not hot but it is humid If the house gets too humid using a link to Smartthings I can trigger a basement humidifier to turn on."
T004_S0142,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn A/C on using Sensibo. If spotter temperature rises turn on the A/C using Sensibo. Use Wink's spotter to start cooling your home with SensiboWhen the temperature rises above a certain level, start your air conditioner."
T004_S0143,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn on using WeMo Smart Plug. House Above (--)*F, AC_ON. Wink Spotter & WeMo"
T004_S0144,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Wink: Spotter, do Turn on using WeMo Smart Plug. House Above (--)*F, AC_On. Wink Spotter & WeMo"
T004_S0145,4_turn heater_insight switch_turn ac_plug turn,"When Temperature is too high from Wireless Tag, do Turn A/C on using Sensibo. Switch on AC with Sensibo when Wireless Tag temperature is too high.. Use your Wireless Tag temperature range setting to control your AC with Sensibo."
T004_S0146,4_turn heater_insight switch_turn ac_plug turn,"When Temperature is too low from Wireless Tag, do Turn A/C off using Sensibo. Switch off AC using Sensibo when Wireless Tag temperature is too low.. Use your Wireless Tag temperature range setting to control your AC with Sensibo."
T004_S0147,4_turn heater_insight switch_turn ac_plug turn,"When Switched on from WeMo Smart Plug, do Set temperature using ThermoSmart. Switch on the light and ThermoSmart in one go. If you switch on the Wemo the temperature is set to 20dgC"
T004_S0148,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Turn on using WeMo Insight Switch. If temperature drops, turn on WeMo Insight - anythings.co. If temperature drops, turn on WeMo Insight - anythings.co"
