sample_id,topic_name,topic_text
T004_S0058,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using WeMo Light Switch. If it starts raining, turn on the WeMo light switch.. This is nice for outdoor lights you want on when there is inclement weather."
T004_S0059,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on using WeMo Light Switch. Turn lights on if it rains. If it rains the wemo switch turns my patio lights on"
T004_S0060,4_turn heater_insight switch_turn ac_plug turn,"When Tomorrow's forecast calls for from Weather Underground, do Turn off then on using WeMo Light Switch. Toggle #lights if tomorrow calls for #snow. If your lights are on, they will turn off then on if tomorrow calls for snow."
T004_S0061,4_turn heater_insight switch_turn ac_plug turn,"When Current pollen count rises above from Weather Underground, do Set air purifier mode using WeMo Air Purifier. Turn your Air Purifier on when the pollen count rises. At a given pollen count threshold have your air purifier turn on."
T004_S0062,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Switch on using SmartThings. Dog House Heater. Turns on dog house heater when temperature drops below select temperature."
T004_S0063,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Switch on using SmartThings. If it rains, turn on a light. Select a SmartThings light to switch on when the weather changes to rain You can also customize the weather conditions that trigger the action."
T004_S0064,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Switch off using SmartThings. Use outdoor temp to turn on/off a switch.. I used this for pipe warmers."
T004_S0065,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Set temperature using WeMo Heater. Adjust the temperature of your heater when the current temperature drops. If the local temperature drops below your specified threshold, increase the temperature setting of your heater."
T004_S0066,4_turn heater_insight switch_turn ac_plug turn,"When Wind speed rises above from Weather Underground, do Turn A/C on using Sensibo. Windy Conditions. My house is leaky - when the wind speed rises it requires a higher speed fan to maintain comfort."
T004_S0067,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Set fan to on or auto using Honeywell Total Connect Comfort. When humidity rises above 50%, disable fan.. This is for a local business that runs their fans constantly to circulate airWhen the humidity rises above 50% outside, the units suck in humid air from the dampers outsideThis keeps the building comfortable by disabling the fan when the humidity gets too high."
T004_S0068,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Adjust heat setting using WeMo Heater. Turn off your heater when the local temperature rises. When the local temperature rises above your specified temperature, turn off your heater."
T004_S0069,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Adjust fan mode using WeMo Humidifier. If current humidity level rises above 55%, then adjust fan mode for HolmesÃÂÃÂÃÂÃÂ® Humidifier Holmes to Off. Your HolmesÃÂÃÂÃÂÃÂ® Humidifier Holmes will know to turn off before you get uncomfortable."
T004_S0070,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Adjust fan mode using WeMo Humidifier. If current humidity level rises above ___, then adjust fan mode for HolmesÃÂÃÂÃÂÃÂ® Humidifier to _____.. Make your HolmesÃÂÃÂÃÂÃÂ® Humidifier smarter than ever by knowing and maintaining just the right humidity levels."
T004_S0071,4_turn heater_insight switch_turn ac_plug turn,"When Tomorrow's forecast calls for from Weather Underground, do Turn on using WeMo Insight Switch. If Tomorrow's Weather Report Calls for Snow, Turn On Alarm via WeMo Insight Switch.. If Tomorrow's Weather Report Calls for Snow, Turn On Alarm via WeMo Insight SwitchPlug alarm clock into WeMo Switch"
T004_S0072,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Power on device using Energenie Mi|Home. Switch your Mi|Home adapter ON when the temperature falls below 10ÃÂÃÂÃÂÃÂ°C. The socket will switch ON whenever the temperature in your area drops below a certain amount"
T004_S0073,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Power off device using Energenie Mi|Home. Switch your Mi|Home adapter OFF when the temperature rises above 20ÃÂÃÂÃÂÃÂ°C. The socket will switch OFF whenever the temperature in your area rises above a certain amount"
T004_S0074,4_turn heater_insight switch_turn ac_plug turn,"When Current humidity level rises above from Weather Underground, do Turn AC unit on using Daikin Online Controller. If the outdoor humidity gets too high, turn on my Daikin AC unit in Dry mode.. If the outdoor humidity rises above a certain point, you can decrease the indoor humidity by automatically enabling Dry mode on your Daikin AC unit."
T004_S0075,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Turn off your A/C using Ambi Climate. cool outside, switch off a/c. For Ambi Control user only! This is a very simple Applet, that is further saving energy by switching off the A/C when the outside temperature drops below 22ÃÂÃÂÃÂÃÂ°C (choose your own thresh-point)."
T004_S0076,4_turn heater_insight switch_turn ac_plug turn,"When Pollution is high from Foobot, do Turn on using WeMo Smart Plug. If pollution is high, then turn on WeMo Switch. Example : if Foobot detects high pollution then turn on air purifier."
T004_S0077,4_turn heater_insight switch_turn ac_plug turn,"When Indoor temperature less than from ecobee, do Turn off using WeMo Smart Plug. Turn off Wemo Switch with Temperature from Ecobee. I use this to turn off my window AC unit during the cooling months The AC unit must have the recovery from power outage feature and I set the unit to a very low temperatureThis is a very custom function and you will also need to adjust accordingly for the locaiton of the AC unit and your thermostat.You will also want to turn on rule - https://ifttt.com/Applets/386388-use-your-ecobee-temperture-to-control-a-wemo-switch"
T004_S0078,4_turn heater_insight switch_turn ac_plug turn,"When Indoor humidity less than from ecobee, do Turn off using WeMo Smart Plug. Turn off WeMo switch if ecobee humidity is below set threshold.. I use this recipe to turn off my dehumidifier when my ecobee thermostat's humidity falls below a set thresholdI use this in conjunction with another recipe that turns on the dehumidifier when the humidity is above a set threshold."
T004_S0079,4_turn heater_insight switch_turn ac_plug turn,"When Outdoor temperature greater than from ecobee, do Turn A/C on using Wink: Aros. If hot out, turn Aros AC on. If it's hot out, turn Aros AC onPerfect for those with Smart homes and limited HVAC systems."
T004_S0080,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Netatmo Weather Station, do Turn on using D-Link Smart Plug. If Temperature rises above, then turn on D-Link Smart Plug .. If Temperature rises above, then turn on D-Link Smart Plug ."
T004_S0081,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Netatmo Weather Station, do Start activity using Harmony. Climate Control in conjunction with your Harmony Control Center. A useful Applet to trigger your AC with harmony, if the harmony is not directly compatible with IFTTTJust create a activity in your Harmony software and make sure the communication between your AC and Harmony is working properlyIf the Netatmo Indoor station detects a specific temperature the AC will power on automatically (Please choose the designated activity from Harmony)Have fun and stay ""cool""..:-)"
T004_S0082,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Set a zone temperature using Honeywell evohome. Netatmo temperature below then set zone temerature. If Netatmo temperature below then set zone temerature to a cartain value"
T004_S0083,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Disable a quick action using Honeywell evohome. Disable Evohome quick action based on Netatmo temperature. You can set the target temperature trigger."
T004_S0084,4_turn heater_insight switch_turn ac_plug turn,"When Entering away mode from Netatmo Thermostat, do Turn on using D-Link Smart Plug. If Netatmo thermostat enters away mode, then turn on D-Link Smart Plug .. If Netatmo thermostat enters away mode, then turn on D-Link Smart Plug ."
T004_S0085,4_turn heater_insight switch_turn ac_plug turn,"When Low temperature alert from Awair, do Turn A/C off using Sensibo. When Awair senses it's cold, switch off air conditioner with Sensibo.. Save energy and automatically maintain your home at a comfortable temperatureUse with other Applet that switches on the air conditioner when it's hot to completely automate temperature control."
T004_S0086,4_turn heater_insight switch_turn ac_plug turn,"When High humidity alert from Awair, do Turn on using WeMo Insight Switch. When Awair detects high humidity, switch on dehumidifier with WeMo.. Humidity above 55% can allow mold to growThis Applet saves energy by only switching on your dehumidifier (plugged into a Wemo switch) when humidity is highAdd the other Applet that switches off the dehumidifier at low humidity to completely automate humidity control."
T004_S0087,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature drops below from Weather Underground, do Switch off a socket using LightwaveRF Power. Stop pond pumps running in cold weather. Select the socket that is powering the pond pump"
T004_S0088,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from SmartThings, do Turn off your A/C using Ambi Climate. Turn of A/C when SmartThings sees temperature drop. Simply decide which sensor will provide the temperature input and which A/C will be turned off"
T004_S0089,4_turn heater_insight switch_turn ac_plug turn,"When Every day at from Date & Time, do Turn A/C off using Sensibo. Every day at a specific time switch off the air conditioner. Switch off your air conditioner using Sensibo every day at a specific hourWorks great for making sure your A/Cs are off at the office."
T004_S0090,4_turn heater_insight switch_turn ac_plug turn,"When Current condition changes to from Weather Underground, do Turn on then off using WeMo Smart Plug. Going to rain? Turn Wemo Switch on then off.. If current condition changes to rain, then turn on then off WeMo Switch."
T004_S0091,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn on using WeMo Smart Plug. Turn a/c on when temperature reaches 90F.. We use this, along with a companion ""off"" Applet, when we travel in the summer to make sure our cat is ok without having to run the a/c 24/7The switch turns on when the temperature goes up, and off when it drops again."
T004_S0092,4_turn heater_insight switch_turn ac_plug turn,"When Current temperature rises above from Weather Underground, do Turn off using WeMo Insight Switch. WeMo Insight Switch OFF/If WEATHER Shows a Temperature Rise [Space Heater Controller]. There's a space heater near those likely-to-freeze pipes in our basementWe turn it OFF IF the WEATHER shows a local rise above a certain temperature."
T004_S0093,4_turn heater_insight switch_turn ac_plug turn,"When Temperature rises above from Netatmo Weather Station, do Turn A/C on using Sensibo. Turn on AC when room temperature raises above 25ÃÂÃÂÃÂÃÂ°C. Using Netatmo temperature captor to drive the AC"
T004_S0094,4_turn heater_insight switch_turn ac_plug turn,"When Noise level drops below from Netatmo Weather Station, do Turn off plug using Smappee. Turn off stuff if nobody is around. Turn of the appliance(s) connected to the selected plug when the noise levels drops below 37dB, indicating that no one is around."
T004_S0095,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Turn on using WeMo Insight Switch. If temperature drops, turn on WeMo Insight - anythings.co. If temperature drops, turn on WeMo Insight - anythings.co"
T004_S0096,4_turn heater_insight switch_turn ac_plug turn,"When Humidity drops below from Netatmo Weather Station, do Turn on using WeMo Insight Switch. Humidity below 40, turns on humidifier.. Use with ""Humidity above 42..."" AppletConnect insight to humidifier and leave on."
T004_S0097,4_turn heater_insight switch_turn ac_plug turn,"When Carbon dioxide rises above from Netatmo Weather Station, do Turn on using WeMo Insight Switch. If carbon dioxide rise above ?switch on Wemo Insight Switch. When Netatmo carbon dioxide roses above ?, switch on Wemo insight switch"
T004_S0098,4_turn heater_insight switch_turn ac_plug turn,"When Temperature drops below from Netatmo Weather Station, do Turn on using WeMo Smart Plug. Frost guard on for the greenhouse. Turns a heater on, if it starts freezing in the greenhouse."
T004_S0099,4_turn heater_insight switch_turn ac_plug turn,"When Entering frost-guard mode from Netatmo Thermostat, do Turn on using D-Link Smart Plug. If Netatmo Thermostat set to frost-guard mode, then turn on D-Link Smart Plug.. If Netatmo Thermostat set to frost-guard mode, then turn on D-Link Smart Plug."
T004_S0100,4_turn heater_insight switch_turn ac_plug turn,"When Exiting frost-guard mode from Netatmo Thermostat, do Turn off using D-Link Smart Plug. If Netatmo Thermostat exits frost-guard mode, then turn off D-Link Smart Plug.. If Netatmo Thermostat exits frost-guard mode, then turn off D-Link Smart Plug."
