sample_id,topic_name,topic_text
T021_S0001,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Send a command using openHAB. Open garage when I turn on ignition. When you turn on ignition in your home area automatically open garage door"
T021_S0002,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on from Automatic Classic, do Turn off a group of lights using WeMo Lighting. Turn your Wemo Bulbs off when you start your car from home. Turn your Wemo Bulbs off when you start your car in case you forget to turn the lights off manually when you leave the house"
T021_S0003,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Occupancy detected from Stack Lighting, do Turn on lights using Philips Hue. Turn on your Philips Hue lights when occupancy is detected. When Stack detects occupancy in a room, turn on your Philips Hue lights."
T021_S0004,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Blink lights using Philips Hue. Blink my house lights when I leave work. Let everyone know you are on your way home."
T021_S0005,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Turn lights on using LIFX. When Automatic detects that you've parked your car at home your LIFX lights will turn on. Light your way home! When your car parks at home, your smart bulbs will turn onCenter the map below on your house."
T021_S0006,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Turn on using WeMo Insight Switch. Turn my lights on when I get home. Customize your location and select your lighting switch and you should be good to go!"
T021_S0007,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Blink lights using Philips Hue. Mom is coming home. Blink lights!"
T021_S0008,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Blink lights using Philips Hue. Blink lights when you're nearing home. Gives spouse a chance to get any liaisons out and/or to make you a nice drink! Cheers."
T021_S0009,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Blink lights using Philips Hue. The Almost Home Commute. When almost home after 9 to 5 Blink Lights"
T021_S0010,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Blink lights using Philips Hue. Leaving Work. Blinks lights when I leave work"
T021_S0011,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Unlock using SmartThings. Unlock your front door when you arrive home. When you turn off your car in at a specific location, automatically unlock your front door."
T021_S0012,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Unlock using SmartThings. Unlock my house door when I get home and turn off the car.. Pick your home location and the lock you'd like to open"
T021_S0013,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Flash lights using Stack Lighting. Flash the lights when your family comes home. When your family member turns off the car near home, flash the lights in one of your rooms."
T021_S0014,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Turn on lights using Stack Lighting. When Automatic detects that you're parked at home your Stack lighting will turn on. Choose the location of your home below, and when you pull up and park, your lights will turn on."
T021_S0015,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Blink lights using LIFX. Wife Leaves Work. notification for spouse leaving work"
T021_S0016,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Turn on color loop using Philips Hue. Turn off the car, turn on the lights. Make a great entrance or announce you just arrived home in style"
T021_S0017,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You exit an area from Location, do Change color using Philips Hue. Change color of lights at home when you leave work. Lets the wife and kids know I'm heading home."
T021_S0018,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Change color using Philips Hue. Turn your lights hot pink when you get home. Hot pink is the best color in the universe! Let your family know that you're almost home by turning on your lights and making them pinkKids love this recipe."
T021_S0019,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. If I come home, turn the Hue light(s) on. (Android)If I come home, and my Android phone tells IFTTT by GPS, then turn on Philips Hue lights that you can choose in this Recipe."
T021_S0020,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. Home!. Home!"
T021_S0021,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. Have hue greet you when you arrive home. Have hue greet you when you arrive home"
T021_S0022,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. Turn your lights on automatically as you arrive home. Center the map on your home's location, and you'll always walk in to a bright home."
T021_S0023,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on color loop using Philips Hue. Arriving Home. updated sept 30th"
T021_S0024,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Set a scene in a room using Philips Hue. Trigger scene based on location. You can select one if your scenes to trigger if you are in a certain location, e.gcoming home."
T021_S0025,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on color loop using Philips Hue. Make a grand entrance with Philips Hue. When you arrive home, this Applet will make the Hue lights rotate colorsYour kids and friends will think it's magic! To turn off the color loop, you'll need to use the Hue app."
T021_S0026,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on color loop using Philips Hue. When I enter an area turn on color loop. When I enter in area with location hue light turns on color loop"
T021_S0027,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Turn on lights using Philips Hue. Honey, I'm home!. 'Cause sometimes geo fencing doesn't work."
T021_S0028,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Turn off lights using Philips Hue. Stop wasting light.. I live alone, so when I leave (in my car), no one is home -- Might as well turn off the lights when I leave.Set the location to where you normally park your car and VoilÃÂÃÂÃÂÃÂ ! When you turn on your car to leave, your house lights turn off (it might take a few minutes)."
T021_S0029,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Turn off lights using Philips Hue. Stop wasting light.. I live alone, so when I leave (in my car), no one is home -- Might as well turn off the lights when I leave.Set the location to where you normally park your car and VoilÃ ! When you turn on your car to leave, your house lights turn off (it might take a few minutes)."
T021_S0030,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Somebody arrives home from Sen.se Mother, do Turn on lights using Philips Hue. When I arrive home, turn the lights on. When I arrive home, turn the lights on"
T021_S0031,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Event detected from Home8, do Blink lights using Philips Hue. Philips Hue lights will blink when Home8 detects intrusion. This recipe makes your Philips Hue light blink when Home8 detects an intrusion while your system is armed or in stay mode."
T021_S0032,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Surf rating is at least from Surfline, do Turn on color loop using Philips Hue. Surf conditions #epic? Send your lights on a color loop!. Let your lights amp you up for the epic surf conditions at your favourite spot."
T021_S0033,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on in area from Automatic Classic, do Blink lights using Philips Hue. Blink my house lights when I leave work. Let everyone know you are on your way home."
T021_S0034,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Change to random color using Philips Hue. Arriving Home. Connect iOS device to IF application"
T021_S0035,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Change color using Philips Hue. When I arive home, Change lights to a color to notify my wife and dog. Let you loved ones know when you enter the area"
T021_S0036,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned on from Automatic Classic, do Turn lights off using LIFX. When you start the car, your light LIFX bulbs will turn off. When my car ignition is turned on, all LIFX bulbs will toggle off."
T021_S0037,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You exit an area from Location, do Change color using Philips Hue. Change color of lights at home when you leave work. Lets the wife and kids know I'm heading home."
T021_S0038,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Blink lights using Philips Hue. Blink lights when you're nearing home. Gives spouse a chance to get any liaisons out and/or to make you a nice drink! Cheers."
T021_S0039,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on color loop using Philips Hue. When I land at LAX, color loop the Hue Lights. ""Honey I'm Home"""
T021_S0040,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on color loop using Philips Hue. When I land at LAX, color loop the Hue Lights. ""Honey I'm Home"""
T021_S0041,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Somebody arrives home from Sen.se Mother, do Turn on lights using Philips Hue. When I arrive home, turn the lights on. When I arrive home, turn the lights on"
T021_S0042,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Door unlocked from Danalock, do Turn on lights using Philips Hue. Turn on lights when the door is unlocked. IF door is unlocked THEN turn on lights"
T021_S0043,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. When you get home, turn on a Hue light. Turns on a Philips Hue light when you arrive at a place."
T021_S0044,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. Turn on lights apon arrival.. Set your location, turn lights on when you get there. Lights on command."
T021_S0045,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter or exit an area from Location, do Turn on color loop using Philips Hue. Have your lights turn on and off when you leave or enter a room.. Whenever you leave or enter and room your light will go on a color loop! It's pretty cool! This way, you don't have to worry about turning on and off your lights!!"
T021_S0046,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Turn on lights using Philips Hue. If I come home, turn the Hue light(s) on. (Android). If I come home, and my Android phone tells IFTTT by GPS, then turn on Philips Hue lights that you can choose in this Recipe."
T021_S0047,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You exit an area from Location, do Change color using Philips Hue. Daddy is coming!. When Daddy is coming home from work, change the hue lights green."
T021_S0048,21_turn philips hue_loop philips hue_philips hue turn_set location,"When You enter an area from Location, do Change color using Philips Hue. Almost Home. Notify people at home I'm almost there."
T021_S0049,21_turn philips hue_loop philips hue_philips hue turn_set location,"When Ignition turned off in area from Automatic Classic, do Quick add event using Google Calendar. Riverton HS Check-in. checks you in when at Riverton HS"
T021_S0050,21_turn philips hue_loop philips hue_philips hue turn_set location,"When A/C turned on from IntesisHome, do Turn on lights using Philips Hue. If A/C is turned ON, lights ON. If office turns on, then turn on Light"
