sample_id,topic_name,topic_text
T017_S0011,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WIFIPLUG. Turn off lamp every day at --:--. Turn off any device every day at --:-- Set the timer below"
T017_S0012,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Toggle on/off using WeMo Smart Plug. At specific times throughout the week turn a WeMo Switch on or off. You might use this Recipe a few times to turn a switch on and off at different times throughout the weekOne Recipe for each time it's turned off or on."
T017_S0013,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch off using SmartThings. Every day at @ turn of smartthings smartbulb. Every day at @ turn of smartthings smartbulb"
T017_S0014,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Body Scale - Weight measurement rises above from Withings, do Turn off using WeMo Smart Plug. The Fridge Diet: Don't put on weight or else.... The Fridge Diet: Don't put on weight...See the explination video here - http://goo.gl/n26Cux"
T017_S0015,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Sleep duration below from UP by Jawbone, do Turn on using WeMo Smart Plug. If I get less than 5 hours of sleep, put on a pot o' coffee.. Be sure to hook your coffee maker up to your WeMo!"
T017_S0016,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Turn off using D-Link Smart Plug. Every hr turn off smartplug. Every hr turn off smartplug.I use this in combination with the motion sensor to turn on the device"
T017_S0017,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch off using SmartThings. Run SmartThings routines at a particular time.. SmartThings scheduling can sometimes go wrong and hence triggering SmartThings routines via an external trigger is always handy!  You will need to create a virtual switch to control your routines inside SmartThings"
T017_S0018,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn hot water off using Honeywell evohome. Every day at __:__ turn the hot water off. Simply set the time of day and for how long you'd like the hot water to be turned off with evohome"
T017_S0019,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Turn off using WeMo Smart Plug. Turn stuff off. Turn stuff off"
T017_S0020,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Smart Plug. Turn off spa every day at 2pm. Turn off spa every day at 2pm"
T017_S0021,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Body Scale - Weight measurement rises above from Withings, do Turn off using WeMo Smart Plug. The Fridge Diet: Don't put on weight.... The Fridge Diet: Don't put on weight...Watch the tutorial video on YouTube - ""Gray's Internet of Things Fridge Diet"""
T017_S0022,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn off using WeMo Smart Plug. Turn on cat feeder at specific times. I use this coupled with a Super Feeder to feed the cats on time on the weekends"
T017_S0023,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn off using WeMo Smart Plug. Shut off gas water heater via Wemo at 8pm.. I have multiple IFTTT rules to control when I turn on/off Gas Water Heater Timer (http://www.gaswaterheatertimer.com) with the Wemo Switch."
T017_S0024,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Brew Me Coffee Every Morning. Switch on my Coffee Maker every morning so I get to sip my cuppa right after waking up :)"
T017_S0025,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn off using WeMo Smart Plug. Turn off at feeder at specific times. This is for turning off a Super Feeder at a specific time"
T017_S0026,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on plug using Smappee. Switch on a Smappee plug on specific days of the week. Choose the days of the week and time of day and which plug to switch on."
T017_S0027,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch on using SmartThings. Turn-on Coffee Pot. Hmm...Coffee"
T017_S0028,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on a group of lights using WeMo Lighting. Turn Bedroom Lights on at the Weekend. Turn the bedroom lights on in the morning at the weekend"
T017_S0029,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. bathroom heater. Bathroom heater on"
T017_S0030,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Switched off from WeMo Smart Plug, do Quick add event using Google Calendar. If Wemo switched off, then add to Google Calendar. Track your energy usageKeep track of when your Wemo switch is turned off."
T017_S0031,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Switched on from WeMo Smart Plug, do Quick add event using Google Calendar. Record what time the lamp turns on each day.. The light is programmed to turn on at sunsetWhat time does it actually turn on each day?"
T017_S0032,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Switched off from WeMo Smart Plug, do Quick add event using Google Calendar. Log electricity usage (off). Second of two recipes for logging usage of an electrical outlet controlled by a Belkin WeMo SwitchI use it for my air conditioner."
T017_S0033,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Switched off from WeMo Smart Plug, do Quick add event using Google Calendar. System off. Power off"
T017_S0034,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch off using SmartThings. chandelier off at 9. chandelier off at 9"
T017_S0035,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on using WeMo Lighting. Every weekday morning at 0700, turn on my bedside lamp. Turns on the bedside lamp which has a WeMo light bulb."
T017_S0036,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on using WeMo Light Switch. Need to wake up with the wemo switch? No Problem! Use this! :). Turns your light on Mon-Fri at 6:30 A.M"
T017_S0037,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Insight Switch. Turn on your heater. Turn on your heater to warm up"
T017_S0038,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Light Switch. Front Porch - off at 2100. Front Porch - off at 2100"
T017_S0039,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Light Switch. Turn off Wemo light switch at 1:00am. I,m a late night person and I really don't get to bed until 1:00am every night"
T017_S0040,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Light Switch. Daily turn off light at a specific time. Turn off a wemo switch at specified time"
T017_S0041,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every year on from Date & Time, do Turn off using WeMo Light Switch. Earth Hour 2015 - Wemo Light Switches All Off. I made this recipe to encourage others with a Belkin Wemo Light Switches to automatically shut off all lights on March 28, 2015 at 8:30I'm aware the day will change for 2016, you can edit the recipe next year! Happy Earth Hour."
T017_S0042,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch off using SmartThings. Turn off SmartThings Outlet at a set time.. Edit time as necessary for your needs"
T017_S0043,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch off using SmartThings. If time then turn off. Everyday at a certain time turn off something"
T017_S0044,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on light. First light"
T017_S0045,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on my Christmas tree lights. Follow the same logic to turn everything off at midnight."
T017_S0046,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on spa every day at 1pm. Turn on spa every day at 1pm"
T017_S0047,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Smart Plug. turn off lamp at 830pm every night. wemo switch"
T017_S0048,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn off using WeMo Smart Plug. Switch of WeMo's @2am if still ON. Switches off all or selected WeMo's at 2AM if your wife keeps leaving them on like mine does"
T017_S0049,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn off using WeMo Smart Plug. Zoll TV2 - Friday: Off @9pm. Turns TV2 Off on Friday at 9pm"
T017_S0050,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on fan at 1. Turn on fan connected Wemo switch at 1"
T017_S0051,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch all security on using Wattio GATE. Every day at certain time switch all security on. When all family members left home in the morning, switch all security on."
T017_S0052,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch all security off using Wattio GATE. Every day at certain time switch all security off. When family members return home after work, switch off all security devices."
T017_S0053,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Press MicroBot using MicroBot Push for Prota. Make coffee every morning. Place a MicroBot on a coffee machine."
T017_S0054,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Set ECL in ""Saving"" mode using Danfoss ECL. Set my Danfoss ECL to Saver mode every 45mins.. Set my Danfoss ECL to Saver mode every 45mins."
T017_S0055,17_switch smartthings turn_switch smartthings_heater_time toggle,"When New sleep logged from UP by Jawbone, do Turn on using WeMo Smart Plug. Wake Up my tea kettle. When i log my sleep (every morning) my wemo tea kettle turn on ! Ready to wake Up !"
T017_S0056,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Set ECL in ""Saving"" mode using Danfoss ECL. Set my Danfoss ECL to Saver mode every hour.. Set my Danfoss ECL to Saver mode every hour."
T017_S0057,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Any new motion from WeMo Motion, do Quick add event using Google Calendar. Wemo Motion Sensor Activity Log - Google Calendar. All Wemo Motion can be logged to a Google Calendar."
T017_S0058,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on WeMo at 3am. Turn on WeMo at 3am"
T017_S0059,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on using WeMo Smart Plug. Use wemo switch to turn on space heaters at 4:30 am Mon, Tues, We'd, Thur, and Fri.. My house uses oil heatTo offset costs, I use two space heatersOne is located in the kitchen and the other the living roomBoth turn on for two hours in the morning, starting at 4:30 amWhen I wake up the house is warmThis lets me dress for work, happily."
T017_S0060,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Wake me up with light in the morning. It took almost my entire life to realize that sound was never going to wake me up as effectively as a little bit of light would."
T017_S0061,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Turn off then on using WeMo Smart Plug. Power Cycle the WeMo every hour.. Turns off the WeMo and then back on at the top of every hour."
T017_S0062,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch on using SmartThings. chandelier on at 7. chandelier on at 7"
T017_S0063,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on using WeMo Smart Plug. Turn on the Christmas tree. Set up a WeMo and plug in your Christmas tree."
T017_S0064,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WIFIPLUG. Turn off lamp every day at --:--. Turn off any device every day at --:-- Set the timer below"
T017_S0065,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn off using WeMo Lighting. Turn off porch light when it gets late. Set your version of late :-)"
T017_S0066,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day of the week at from Date & Time, do Turn on using WeMo Smart Plug. Turn Wemo 1 on when it's 8:00pm Wednesdays. Turn Wemo 1 on when it's 8:15pm on Sundays and Wednesdays"
T017_S0067,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Turn on then off using WeMo Smart Plug. Christmas Tree Off. Accompanies Christmas Tree On"
T017_S0068,17_switch smartthings turn_switch smartthings_heater_time toggle,"When A device is turned on from HomeSeer, do Turn on using WeMo Smart Plug. If it's 30 minutes before sunset on weekdays, turn on my WeMo table lamp. This Applet turns on a Belkin WeMo powered table lamp 30 minutes before sunset on weekdays. To create the trigger, first create a HomeSeer virtual device and name it ""30 minutes before sunset on weekends"" (or whatever you wish). Then, create a HomeSeer event that will turn this virtual device on 30 minutes before sunset. You should also create a corresponding Applet and HomeSeer event to turn the virtual device and WeMo powered table lamp off at the time of your choosing."
T017_S0069,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every hour at from Date & Time, do Start sleep fader using WeMo Lighting. shut off lights on the hour. shut off lights on the hour"
T017_S0070,17_switch smartthings turn_switch smartthings_heater_time toggle,"When Every day at from Date & Time, do Switch all security off using Wattio GATE. Every day at certain time switch all security off. When family members return home after work, switch off all security devices."
