sample_id,topic_name,topic_text
T027_S0001,27_light alarm_hue blink lights_blink device_blinks,"When Battery is low from Nest Protect, do Voice announcement using Ubi. Nest Protect Battery low Ubi will let user know.. If the battery is low on Nest Protect Ubi can tell you."
T027_S0002,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Turn on lights using Philips Hue. Turn on lights when Nest Protect detects carbon monoxide.. This Applet will turn on all of your Phillips HUE lights if your Nest Protect (s) detect a carbon monoxide emergencyHelpful if at night to know where you are going."
T027_S0003,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Turn on lights using Philips Hue. If your Nest Protect detects a carbon monoxide emergency then turn your Philips hue lights on. Select your Nest Protect and which lights you want to turn on, that's all!"
T027_S0004,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Change color using Philips Hue. Smoke Light Alarm. when smoke or CO is detected by NEST, making all the lights with HUE flash to let everyone know to get to safety!"
T027_S0005,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Change color using Philips Hue. Turn your lights to red if your Nest Protect detects a carbon monoxide emergency. Your Nest Protect can alert you of dangerous carbon monoxide levels by turning your Philips Hue lights red."
T027_S0006,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Change color using Philips Hue. Turn Philips Hue Lights to Yellow if Nest Protect detects Carbon Monoxide. This will turn your Philips Hue lights to Yellow if your Nest Protect detects Carbon Monoxide."
T027_S0007,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Blink lights using Philips Hue. Have your Hue lights blink if Nest Protect alarm is triggered.. I hope this never has to be used."
T027_S0008,27_light alarm_hue blink lights_blink device_blinks,"When Battery is low from Nest Protect, do Blink lights using Philips Hue. Battery Lights. If battery in the protect is low then blink the Hue lights"
T027_S0009,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Record video using SkyBell HD. Record from SkyBell upon Nest Protect smoke emergency. Turn on my SkyBell HD video doorbell and start recording for 60 seconds when the Nest Protect triggers a smoke emergency."
T027_S0010,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Take a Snapshot and Email It using SpotCam HD. If your Nest Protect issue a smoke warning then your SpotCam take a snapshot. If your Nest Protect issue a smoke warning then your SpotCam take a snapshot"
T027_S0011,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Take a Snapshot and Email It using SpotCam HD. If your Nest Protect raise a smoke emergency alarm then your SpotCam take a snapshot. If your Nest Protect raise a smoke emergency alarm  then your SpotCam take a snapshot"
T027_S0012,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Take a Snapshot and Email It using SpotCam HD. If your Nest Protect issue a CO warning then your SpotCam take a snapshot. If your Nest Protect issue a CO warning then your SpotCam take a snapshot"
T027_S0013,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Take a Snapshot and Email It using SpotCam HD. If your Nest Protect raise a CO emergency alarm then your SpotCam take a snapshot. If your Nest Protect raise a CO emergency alarm then your SpotCam take a snapshot"
T027_S0014,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Voice announcement using Ubi. Is someone smoking? Ubi & nest will tell you. At warning levels of smoke- example cigarettesUbi can remotely warn what your nest protect picks up"
T027_S0015,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Voice announcement using Ubi. Send smoke alarm to remote Ubi. pick a nest protect to monitor (you can't monitor them all in one recipe) and push it to an UBI."
T027_S0016,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Voice announcement using Ubi. Remote CO warning nest protect ubi. Get notified of a gas leak remotely"
T027_S0017,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm detected from Home8, do Set temperature using Nest Thermostat. Nest will turn on air conditioner when Home8 detects a heat alert. This Applet turns your air conditioner on with the help of Nest when Home8 detects a smoke/co alert or a rapid change in temperature."
T027_S0018,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on using WeMo Insight Switch. WeMo Insight lights on during Smoke Emergency. Pick Protect and Insight for desired light."
T027_S0019,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Turn on using WeMo Light Switch. Nest CO2 Emergency Turns on Wemo Light Switches. Nest CO2 Emergency alarm will turn on Wemo Switch(es)"
T027_S0020,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on using WeMo Smart Plug. Smoke Emergency Light Switch. If Nest Protect detects emergency levels of smoke, WEMO switches will turn on"
T027_S0021,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Turn on using WeMo Smart Plug. Light my exit!. When carbon monoxide detected, illuminate my bedroom!"
T027_S0022,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Activate shortcut using Wink: Shortcuts. Wink+Nest: Turn all lights on (Smoke). Turn on all lights in case of a smoke alarm."
T027_S0023,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Blink a device using Greenwave Systems. Blinks a light when my Nest Protect raises an alarm.. Blinks a light when your Nest Protect raises an alarm."
T027_S0024,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Change color using Philips Hue. Nest Protect Smoke Alarm Warning. Select your nest protect device, and then the HUE light and colour combination."
T027_S0025,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Switch on using SmartThings. On Nest Protect Smoke Emergency, Turn On Emergency Switch. In my implementation, the ""Emergency Switch"" is merely a simulated switch (created with the SmartThings My Devices management web page), which then triggers a SmartApp that turns on all connected lighting devicesYou could use a physical switch for the same purpose."
T027_S0026,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Switch on using SmartThings. On Nest Protect Carbon Monoxide Warning, Turn On Emergency Switch. In my implementation, the ""Emergency Switch"" is merely a simulated switch (created with the SmartThings My Devices management web page), which then triggers a SmartApp that turns on all connected lighting devicesYou could use a physical switch for the same purpose."
T027_S0027,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on using WeMo Light Switch. Nest Protect urn on lights. turns on lights with smoke emergency"
T027_S0028,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Blink lights using Philips Hue. Blink your lights if smoke is detected. Automatically blink your Philips Hue lights if your Nest Protect detects warning smoke levels."
T027_S0029,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Play sound using D-Link Siren. Trigger an alarm when unsafe CO levels are detected. If you want to Trigger an audible alarm in your bedroom, basement or garage when carbon monoxide is detected, try this."
T027_S0030,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Set comfort profile until next transition using ecobee. Air Out When Carbon Monoxide is Detected. In EcoBee click on ""schedule"" and create a comfort setting ""Air out"" with the fan on and minimal heat and maximum cooling temps to turn off the furnace and turn on the fan to circulate air."
T027_S0031,27_light alarm_hue blink lights_blink device_blinks,"When Battery is low from Nest Protect, do Quick add event using Google Calendar. If Nest Protect battery is low, add a Google Calendar reminder to change it.. When your batteries are running low, leave yourself a reminder to change them tomorrow night."
T027_S0032,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on a group of lights using WeMo Lighting. Escape Lighting. Lights must be grouped to turn on more than one."
T027_S0033,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on a group of lights using WeMo Lighting. Safety Lights. If Smoke alarm sounds lights turn on"
T027_S0034,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Turn off using WeMo Smart Plug. Prevent gas furnace from blowing up house if there is a carbon monoxide leak!. If CO warning by Nest Protect, then turn off Hot Water Heater- gas"
T027_S0035,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Activate shortcut using Wink: Shortcuts. If Smoke Warning on Nest Protect then Activate Wink Shortcut. Many of the triggers I have seen published are on emergency only but I would like to trigger shortcuts earlier at the warning level."
T027_S0036,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on a group of lights using WeMo Lighting. Safety Lights. If Smoke alarm sounds lights turn on"
T027_S0037,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Activate shortcut using Wink: Shortcuts. Wink+Nest: Turn all lights on (Carbon Monoxide). Turn lights on in case of a carbon monoxide alarm."
T027_S0038,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Create an event using Home8. Create a Home8 event when Nest Protect detects a smoke alarm warning. This recipe activates Home8 to create an event and take snapshots and record 30 seconds from all connected cameras when Nest Protect detects a smoke alarm warning."
T027_S0039,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Enable a quick action using Honeywell evohome. Disable heating if a carbon monoxide alarm is triggered. This recipe will disable the heating if the Nest Protect indicates a carbon monoxide alert."
T027_S0040,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide emergency from Nest Protect, do Enable a quick action using Honeywell evohome. If there is a CO emergency turn evohome off. Set your evohome to off in a CO emergency"
T027_S0041,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Display Notification using LaMetric Time. Alarm on NEST alert to Lametic. Add Nest Protest to Alert to Lametric Display"
T027_S0042,27_light alarm_hue blink lights_blink device_blinks,"When Carbon monoxide warning from Nest Protect, do Send message to a circle using Life360. Let the household know of a carbon monoxide warning. Uses Life360 to inform of COx Nest Protect warning"
T027_S0043,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Start an event using LightwaveRF Events. Lights on during a fire.. Turn on the lights if the fire alarm goes off."
T027_S0044,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm warning from Nest Protect, do Start recording using Manything. Nest Protect sends a smoke alarm warning, start Manything camera so I can check on my home. Leave the Manything app open at the record screen, if your Nest sends an alarm your live stream will start so you can see what's happening at home"
T027_S0045,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Start recording using Manything. Record Fire. Nest Protect triggers Manything camera to record video"
T027_S0046,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Sound an alarm using Musaic. Nest protect and Musaic music alarm. If the nest protect alarms goes off the music system will play an alarm sound"
T027_S0047,27_light alarm_hue blink lights_blink device_blinks,"When Smoke alarm emergency from Nest Protect, do Turn on lights using Philips Hue. Hallway Nest Protect. Hallway Nest Protect turns on all lights if smoke emergency"
T027_S0048,27_light alarm_hue blink lights_blink device_blinks,"When An air quality alert has been raised from Withings Home, do Change color using Philips Hue. If an air quality alert is triggered, change light color to red.. This recipe will be triggered if the level of volatile organic compounds (VOC) measured by Withings Home reaches the threshold (in ppm) defined in the Withings Home app."
