sample_id,topic_name,topic_text
T009_S0001,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights when I leave house. Turn off lights when i leave house"
T009_S0002,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn Hue lights off when I leave. Turn lights out at 12612"
T009_S0003,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn light on using Emberlight. When you enter an area, have your light turn ON. Have your lights come on automatically when you come home!"
T009_S0004,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Location Hue Turn off lights when you leave. Surprised this rule didn't exist for androidNow when you leave, your lights will always turn off =)"
T009_S0005,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Set Almond mode using Almond. Set Almond to away mode when I leave from home.. Set Almond to Away mode when you exit your neighborhood."
T009_S0006,9_philips hue turn_automatically turn_activate scene_switch automatically,"When Every day at from Date & Time, do Turn on light using LightwaveRF Lighting. every corridor lighting. switches on corridor lighting"
T009_S0007,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights with departure.. Set you location, turn off lights when you leave. Lights off command."
T009_S0008,9_philips hue turn_automatically turn_activate scene_switch automatically,"When Ambient light level changes from Stack Lighting, do Set shade position using Lutron Caseta Wireless. Lower the blinds when your room gets bright. When Stack detects bright ambient light in your room, lower your Lutron Serena Shades."
T009_S0009,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Lat lon light. Light"
T009_S0010,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Leave home. Leave home"
T009_S0011,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off your Hue lights when you leave home. If you want your lights to turn on when you're near home, turn this on too http://ift.tt/hue-on"
T009_S0012,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Switch my lights off. Hue geolocation is good, but it is limited to the active programThis receipt ensue your lights go off after leaving the apartment."
T009_S0013,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. lights off. lights off"
T009_S0014,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn light off using Emberlight. When you leave an area, have your light turn OFF. Have your lights automatically turn OFF when you leave home!"
T009_S0015,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn light on using Emberlight. When you enter an area, have your light turn ON. Have your lights come on automatically when you come home!"
T009_S0016,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off using D-Link Smart Plug. Turn your lights off when you leave home. Did you forget to turn off the lights? Don't worry, we've got you covered. Your lights will automatically turn off when you leave your home."
T009_S0017,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. turn off hue lamps If you leave your home. Make Sure to change area in Trigger"
T009_S0018,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on plug using Smappee. Turn on the garage light when I am almost home. Turn on the appliance(s) (eg. garage light)  connected to the selected plug when I am entering the selected region."
T009_S0019,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights when leaving home. Turns off all hue lights when you leave the location you set. Set the location to your home and it will switch all lights off when you leave. Never worry about forgetting lights ever again."
T009_S0020,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off your lights when you leave home. Your Philips Hue lights will turn off when your Android device exits a defined area."
