sample_id,topic_name,topic_text
T009_S0021,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Activate scene using Lutron Caseta Wireless. Turn lights off and close shades when you leave home. Activate a Lutron scene when you leave an area"
T009_S0022,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Activate scene using Lutron Caseta Wireless. Turn the lights off and close the shades when you leave home. Activate a Lutron scene when you leave home.  If you don't have a Lutron scene to turn off lights and close shade you can create one from the Lutron app"
T009_S0023,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Activate scene using Lutron Caseta Wireless. Turn off your lights when you leave your apartment. Every morning, I tend to forget to turn off my lights before leaving for work. This Applet does that for me whenever I leave my apartment.I have just set up an Applet which turns off the lights whenever I exit an area - this area is my home address.Turning off the lights is defined as a scene in my Caseta app."
T009_S0024,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on light using LightwaveRF Lighting. LightwaveRF Location Switch. Automatically turn lights on when you get home."
T009_S0025,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Start an event using LightwaveRF Events. Run a LightwaveRF Event when you leave a location. Have your LightwaveRF Home run an Event of your choice when you leave a location."
T009_S0026,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Switch on using SmartThings. if home turn on front room light. testing"
T009_S0027,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Switch on using SmartThings. Lights On. Turn on lights when heading home"
T009_S0028,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on plug using Smappee. Turn on the garage light when I am almost home. Turn on the appliance(s) (eggarage light)  connected to the selected plug when I am entering the selected region."
T009_S0029,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Drive any Grove using Seeed. when I am in the office set the seeed clock to office o'clock. by creating multiple of this Applets with a servo grove, you can build a clock that signal where you are"
T009_S0030,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights when leaving home. Automatically turn off your Philips Hue lights when you leave home - you'll never forget and don't have to bother."
T009_S0031,9_philips hue turn_automatically turn_activate scene_switch automatically,"When A/C turned off from IntesisHome, do Turn off lights using Philips Hue. If office AC turns off, then turn off Lights. If office AC turns off, then turn off Lights"
T009_S0032,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off using WIFIPLUG. If you exit an area, then turn the lights off. Select your location and when you enter it the wifiplug will turn off."
T009_S0033,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Publish an event using Particle. leave_school. leave_school"
T009_S0034,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn light off using Emberlight. When you leave an area, have your light turn OFF. Have your lights automatically turn OFF when you leave home!"
T009_S0035,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off your lights when you leave home. Your Philips Hue lights will turn off when your Android device exits a defined area."
T009_S0036,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. turn off lights. Used to  turn off my lights when I leave home"
T009_S0037,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Last out, turn off the lights. Turn out the lights when you leave an area"
T009_S0038,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights when leaving home. Turns off all hue lights when you leave the location you setSet the location to your home and it will switch all lights off when you leaveNever worry about forgetting lights ever again."
T009_S0039,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. If you exit an area then turn off lights. Turn off the lights when you leave a place"
T009_S0040,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. When you leave an area, turn off Hue lights. Turn off Philips Hue lights when you leave a place."
T009_S0041,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off using WIFIPLUG. If you enter an area then turn the lights off.. If you enter an area then turn the lights off."
T009_S0042,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Leaving home. Turn off lights when you leave home"
T009_S0043,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on using WIFIPLUG. if you enter an area then turn the lights on.. Select your location and when you enter it the wifiplug will turn on."
T009_S0044,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off using WIFIPLUG. If you exit an area, then turn the lights off. Select your location and when you enter it the wifiplug will turn off."
T009_S0045,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Auto off. Lights off when leave home"
T009_S0046,9_philips hue turn_automatically turn_activate scene_switch automatically,"When Switched on from WIFIPLUG, do Toggle on / off using WIFIPLUG. If one WIFIPLUG turned on then toggle another WIFIPLUG. Have one plug toggle after you turn another plug on"
T009_S0047,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. turn off hue lamps If you leave your home. Make Sure to change area in Trigger"
T009_S0048,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights with departure.. Set you location, turn off lights when you leaveLights off command."
T009_S0049,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Call a function using Particle. Run function on Photon if leaving a specified location.. So I made a garage door opening system using my photon This Applet is used to call a function on my photon that looks at the door statuses and publishes the status(""Open"" or Closed) When using this Applet with another that is triggered on that published status(my case ""Open""), it can be used to alert youI get a text I have left for the gym more than once early, and came back to an open garage, never again."
T009_S0050,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Call a function using Particle. Leave Home Never. calls a analog write on the spark when you leave home, thus making noise or something to trick the crazies"
T009_S0051,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn off using D-Link Smart Plug. If You enter an area, then turn off D-Link Smart Plug. If You enter an area, then turn off D-Link Smart Plug"
T009_S0052,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Switch off a socket using LightwaveRF Power. away from home turns off pc screen ,speakers etc pc. never really turn off my screens and sub/speakers for my pc ,so when leaving home hopefully this will turn 1 side of a twin outlet ,then will use a mood controller which i use for the lights to switch back on"
T009_S0053,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Switch on a socket using LightwaveRF Power. Lightwaverf Switch on. When I enter a specific area near home the app switches on my desk socket"
T009_S0054,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Start an event using LightwaveRF Events. If you enter an area, then start an event. Get lightwaverf to start an event such as lighting or heating when you enter a determined geographic area Good for getting things turned on for when you arrive home."
T009_S0055,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on light using LightwaveRF Lighting. LightwaveRF Location Switch. Automatically turn lights on when you get home."
T009_S0056,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off using D-Link Smart Plug. Turn your lights off when you leave home. Did you forget to turn off the lights? Don't worry, we've got you coveredYour lights will automatically turn off when you leave your home."
T009_S0057,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Set Almond mode using Almond. Set Almond to Home mode when I'm near home.. Set Almond to Home mode when you enter your neighborhood."
T009_S0058,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on group of lights using Emberlight. When you enter an area, have a group of lights turn ON. Have a group of lights come on automatically when you come home!"
T009_S0059,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Electric Switch Off using LightwaveRF Heating. Turn a LightwaveRF Electric Switch off when you leave home. Don't leave your heating on when you go out by turning your Electric Switch off when your Android device detects you've left the area"
T009_S0060,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Leave Home, turn of Lights. Sometimes it's a bit annoying to open up the Hue app to turn off your house lights when you're leaving the house in a hurry or you're carrying things in your handThis recipe will make sure that your Philip Hue lights will turn off as you leave your houseJust locate the boundary of your humble abode and IFTTT will trigger your lights to turn off!"
T009_S0061,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Leaving home. Turn off lights when you leave home"
T009_S0062,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Last out, turn off the lights. Turn out the lights when you leave an area"
T009_S0063,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off Hue lights when exiting home. Turn off Hue lights when exiting home"
T009_S0064,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. If you leave your home, turn off hue lamps. You need to adapt your home area in the trigger. Currently set to Berlin, Germany."
T009_S0065,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Power on device using Energenie Mi|Home. Turn on switch when home. Turn on energenie switch when home"
T009_S0066,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Power on device using Energenie Mi|Home. Switch your Mi|Home adapter ON when you enter an area. Switch on an appliance when you are near home, work or anywhere you specify"
T009_S0067,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Power on device using Energenie Mi|Home. Mihome location turn on. Hoping this will work better than Mihomes location rules"
T009_S0068,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Activate smart control using Greenwave Systems. Activate a smart control when I leave home. Activate a smart control when I leave home."
T009_S0069,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Start activity using Harmony. Turn on device when GPS gets close to home. Turn on device when GPS gets close to home"
T009_S0070,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Turn on switch using Home8. Turn on Home8 switch when arrive home with Android. This Applet turns on Home8 switch every time you arrive back home from work, school, or anywhere with your Android phone."
T009_S0071,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Activate Scene using Hunter Douglas PowerView. When coming Home - Move to favorit. Move your shades to your favorite position when arriving"
T009_S0072,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Start an event using LightwaveRF Events. Run a LightwaveRF Event when you leave a location. Have your LightwaveRF Home run an Event of your choice when you leave a location."
T009_S0073,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You enter an area from Location, do Start an event using LightwaveRF Events. Run a LightwaveRF Event when you get home. Have your LightwaveRF Home run an Event of your choice when you arrive home."
T009_S0074,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off lights when I leave house. Turn off lights when i leave house"
T009_S0075,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off Hue lights when you leave home!. You will never have to worry anymore about turning your lights off before leaving home, this will be done automatically when you leave home!"
T009_S0076,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off light using LightwaveRF Lighting. Turn off a LightwaveRF Dimmer when you leave home. When you leave home, or a location of your choice, a specified LightwaveRF Dimmer will switch off"
T009_S0077,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn on lights using Philips Hue. Turn on a light as you leave home for safety!. Make sure a light is always on in your home this holiday season"
T009_S0078,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. If you leave a location Hue lights will turn off.. Turn off hue lights based on location"
T009_S0079,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off Hue lights when exiting home. Turn off Hue lights when exiting home"
T009_S0080,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn off Hue lights when exiting home. Turn off Hue lights when exiting home"
T009_S0081,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. In case I forgot to shut hue off. When I'm off my block, the hue bulbs shut down."
T009_S0082,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. If you leave your home, turn off hue lamps. You need to adapt your home area in the trigger. Currently set to Berlin, Germany."
T009_S0083,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Turn Hue lights off when I leave. Turn lights out at 12612"
T009_S0084,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. If you leave a location Hue lights will turn off.. Turn off hue lights based on location"
T009_S0085,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Leave Home, turn of Lights. Sometimes it's a bit annoying to open up the Hue app to turn off your house lights when you're leaving the house in a hurry or you're carrying things in your hand. This recipe will make sure that your Philip Hue lights will turn off as you leave your house. Just locate the boundary of your humble abode and IFTTT will trigger your lights to turn off!"
T009_S0086,9_philips hue turn_automatically turn_activate scene_switch automatically,"When You exit an area from Location, do Turn off lights using Philips Hue. Location Hue Turn off lights when you leave. Surprised this rule didn't exist for android. Now when you leave, your lights will always turn off =)"
