sample_id,topic_name,topic_text
T037_S0019,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Blink lights using LIFX. Blink your lights. Notify your family that dinner is ready with the click of a flic."
T037_S0020,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Blink lights using LIFX. Flash all LIFX lightbulbs red.. This recipe is used to call for the help of personal assistants, if I double click the button all of the lights in the house flash red which means there is an emergency and I need immediate assistance I have another recipe for when I just need general help."
T037_S0021,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Blink lights using LIFX. Flash all LIFX lightbulbs blue.. This recipe is used to call for the help of personal assistants, if I press the button once all of the lights in the house flash blue which means that I need their help but it is not urgent There is another recipe for that."
T037_S0022,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Turn on color loop using Philips Hue. Click Flic to put your Hue lights on a color loop. Party mode with one click of a Flic!"
T037_S0023,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Toggle lights on/off using Philips Hue. flic click then turn on playroom lights. click twice to turn on playroom"
T037_S0024,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Set temperature using Nest Thermostat. Flic button sets Nest thermostat temperature. This Applet that you sent your nest thermostat to a specific temperature by pressing a Flic button"
T037_S0025,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Set temperature using Nest Thermostat. Use Flic to Change Nest Thermometer Temperature. Use Flic to Change Nest Thermometer Temperature"
T037_S0026,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Blink lights using LIFX. Double-click for danger.. If I double click my White flic button it notifies everybody in the house and I need emergency help by flashing every LIFX Like all red 5 times."
T037_S0027,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Toggle lights on/off using LIFX. Toggle your LIFX lights on and off with your Flic. Click your Flic smart button to turn on or off your LIFX lights."
T037_S0028,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Toggle lights on/off using LIFX. Toggle LIFX Lights On/Off. Toggle your LIFX lights On or Off with your flic!"
T037_S0029,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Turn off lights using Stack Lighting. Turn off Stack lights when Flic is clicked. When you click your Flic, turn off the lights in one of your rooms."
T037_S0030,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Toggle on/off using WeMo Light Switch. Click flic to toggle wemo light switch on/off. Must use Flic smart button, and wemo light switch."
T037_S0031,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Turn on using WeMo Lighting. Flic turn on Wemo light (SmartGP). Setup your flic to turn on a wemo light bulb"
T037_S0032,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Turn on siren using Scout Alarm. Flic Plus Scout Alarm. Create a flic command to sound the Scout Alarm"
T037_S0033,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Activate shortcut using Wink: Shortcuts. Click Flic to Activate Wink. I use this recipe to trigger my wink security shortcut which contains some sensor robots"
T037_S0034,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Open door using Gogogate. Flic to open Garage. just hold your Flic and Gogogate open your Garage"
T037_S0035,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Change color using Philips Hue. Turn the lights Red. Handy for making your room cosy quickly."
T037_S0036,37_hue lights color_lights color loop_lights notify_toggle lights philips,"When Flic is clicked from Flic, do Quick add event using Google Calendar. Block off the next hour as ""Do Not Disturb"". Really handy Flic to have by your desk when you don't want to get interrupted."
